neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.544,cg21834679,15,96891026,-,,nan
2.414,cg06986667,15,97037828,-,,nan
2.359,cg26791307,15,97629235,-,,nan
2.542,cg07464204,15,98687877,ENSG00000259199,ENSG00000259199,nan
2.313,cg16857546,15,99436914,ENSG00000140443,IGF1R,Breast cancer;Melanoma;Prostate cancer;Glioma;Proteoglycans in cancer;Transcriptional misregulation in cancer;Pathways in cancer;Progesterone-mediated oocyte maturation;Ovarian steroidogenesis;Long-term depression;Signaling pathways regulating pluripotency of stem cells;Adherens junction;Focal adhesion;Longevity regulating pathway - multiple species;Longevity regulating pathway;AMPK signaling pathway;PI3K-Akt signaling pathway;mTOR signaling pathway;Endocytosis;Autophagy - animal;Oocyte meiosis;FoxO signaling pathway;HIF-1 signaling pathway;Rap1 signaling pathway;Ras signaling pathway;Endocrine resistance;EGFR tyrosine kinase inhibitor resistance
2.517,cg04513146,15,99525812,ENSG00000183571,PGPEP1L,nan
2.367,cg17893850,15,99572587,ENSG00000259475,ENSG00000259475,nan
2.776,cg13769792,15,100258219,ENSG00000068305,MEF2A,Fluid shear stress and atherosclerosis;Apelin signaling pathway;cGMP-PKG signaling pathway
2.599,cg01757121,15,100539545,ENSG00000140470,ADAMTS17,nan
2.362,cg03713640,15,101088289,ENSG00000154227,CERS3,Sphingolipid signaling pathway;Metabolic pathways;Sphingolipid metabolism
3.35,cg26689055,15,101330623,ENSG00000259579,ENSG00000259579,nan
2.379,cg24824910,15,101561838,ENSG00000154237,LRRK1,nan
2.261,cg18248065,15,101588568,ENSG00000154237,LRRK1,nan
2.776,cg21315992,15,101592074,ENSG00000154237,LRRK1,nan
2.791,cg19187121,15,101628653,ENSG00000259755,ENSG00000259755,nan
2.75,cg27289543,15,102023801,ENSG00000140479,PCSK6,nan
2.318,cg07405083,16,119384,ENSG00000007384,RHBDF1,nan
2.347,cg27362010,16,279746,ENSG00000007392,LUC7L,nan
2.77,cg09192940,16,318694,ENSG00000076344,RGS11,nan
2.673,cg00508131,16,333153,ENSG00000185615,PDIA2,nan
2.336,cg06219586,16,410931,-,,nan
2.296,cg00928191,16,419800,ENSG00000086504,MRPL28,Ribosome
2.406,cg05505172,16,425109,ENSG00000086504,MRPL28,Ribosome
2.418,cg27665715,16,562977,ENSG00000090565,ENSG00000090565,nan
2.683,cg10053879,16,571091,ENSG00000090565,ENSG00000090565,nan
2.511,cg02360300,16,577976,ENSG00000103326,ENSG00000103326,nan
2.311,cg06551464,16,592317,ENSG00000103326,ENSG00000103326,nan
2.681,cg04497992,16,616212,ENSG00000007541,PIGQ,Metabolic pathways;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3.636,cg01149264,16,644081,ENSG00000197562,RAB40C,nan
2.289,cg00585551,16,661116,ENSG00000197562,RAB40C,nan
2.341,cg03991300,16,672283,ENSG00000197562,RAB40C,nan
2.377,cg06983322,16,728084,ENSG00000103266,STUB1,Protein processing in endoplasmic reticulum;Ubiquitin mediated proteolysis
2.314,cg21038123,16,733280,ENSG00000103266,STUB1,Protein processing in endoplasmic reticulum;Ubiquitin mediated proteolysis
3.251,cg04184273,16,758683,ENSG00000127585,FBXL16,nan
2.45,cg06631222,16,809476,ENSG00000102854,MSLN,nan
3.294,cg23670094,16,810803,ENSG00000102854,MSLN,nan
2.925,cg05799600,16,904543,ENSG00000103227,ENSG00000103227,nan
3.434,cg01911494,16,937553,ENSG00000103227,ENSG00000103227,nan
2.229,cg21696393,16,1030401,ENSG00000005513,SOX8,nan
2.286,cg05501426,16,1037381,ENSG00000005513,SOX8,nan
2.676,cg06179152,16,1069368,-,,nan
3.465,cg15463396,16,1093188,-,,nan
2.247,cg26939539,16,1114872,ENSG00000181791,,nan
2.788,cg08925273,16,1117434,ENSG00000181791,,nan
3.046,cg09250458,16,1139916,ENSG00000184471,C1QTNF8,nan
4.573,cg06394109,16,1152511,ENSG00000260702,ENSG00000260702,nan
2.325,cg00300794,16,1231723,ENSG00000196557,CACNA1H,Aldosterone synthesis and secretion;Circadian entrainment;Calcium signaling pathway;MAPK signaling pathway
2.665,cg03574765,16,1265266,ENSG00000196557,CACNA1H,Aldosterone synthesis and secretion;Circadian entrainment;Calcium signaling pathway;MAPK signaling pathway
3.33,cg26463157,16,1341290,ENSG00000260710,ENSG00000260710,nan
2.234,cg01893560,16,1396608,ENSG00000007520,TSR3,nan
2.386,cg08736072,16,1471543,ENSG00000174109,C16ORF91,nan
2.385,cg10433547,16,1486536,ENSG00000197599,CCDC154,nan
2.362,cg06561813,16,1555383,ENSG00000100726,TELO2,mTOR signaling pathway;Fanconi anemia pathway
3.161,cg27059714,16,1582441,ENSG00000131634,TMEM204,Pathways in cancer;Alcoholism;Morphine addiction;Regulation of actin cytoskeleton;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Apelin signaling pathway;PI3K-Akt signaling pathway;Chemokine signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.379,cg16211462,16,1730325,ENSG00000206053,JPT2,nan
2.388,cg00422714,16,1814418,ENSG00000138834,MAPK8IP3,MAPK signaling pathway
2.537,cg18077244,16,1821694,ENSG00000074071,MRPS34,nan
2.314,cg06010514,16,1827105,ENSG00000074071,MRPS34,nan
2.446,cg15258763,16,1828317,ENSG00000095906,NUBP2,nan
2.336,cg13258977,16,1828882,ENSG00000095906,NUBP2,nan
2.654,cg04829521,16,1839114,ENSG00000099769,IGFALS,nan
2.439,cg27456561,16,1983546,ENSG00000198736,MSRB1,nan
2.327,cg00905101,16,1988798,ENSG00000198736,MSRB1,nan
3.054,cg06830148,16,2004777,ENSG00000140986,RPL3L,Ribosome
2.383,cg06141561,16,2011215,ENSG00000140990,NDUFB10,Huntington's disease;Parkinson's disease;Alzheimer's disease;Non-alcoholic fatty liver disease (NAFLD);Metabolic pathways;Oxidative phosphorylation
2.462,cg19434247,16,2048574,ENSG00000127561,SYNGR3,nan
2.329,cg02385099,16,2081194,ENSG00000065054,SLC9A3R2,Aldosterone-regulated sodium reabsorption
2.649,cg07730183,16,2136400,ENSG00000103197,TSC2,Choline metabolism in cancer;Thyroid hormone signaling pathway;Insulin signaling pathway;Longevity regulating pathway;AMPK signaling pathway;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;p53 signaling pathway;Phospholipase D signaling pathway
2.255,cg18447131,16,2140692,ENSG00000103197,TSC2,Choline metabolism in cancer;Thyroid hormone signaling pathway;Insulin signaling pathway;Longevity regulating pathway;AMPK signaling pathway;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;p53 signaling pathway;Phospholipase D signaling pathway
2.413,cg03833060,16,2179420,ENSG00000008710,PKD1,nan
2.236,cg21432334,16,2262293,ENSG00000167965,MLST8,PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal
2.239,cg24237576,16,2285775,ENSG00000167967,E4F1,nan
2.483,cg16202509,16,2319964,ENSG00000205937,RNPS1,mRNA surveillance pathway;RNA transport
2.439,cg09954729,16,2334596,ENSG00000167972,ABCA3,ABC transporters
2.532,cg16889429,16,2371279,ENSG00000167972,ABCA3,ABC transporters
2.244,cg14017816,16,2435552,ENSG00000238098,ABCA17P,nan
2.617,cg18141193,16,2610285,ENSG00000140992,PDPK1,Choline metabolism in cancer;Non-small cell lung cancer;Prostate cancer;Endometrial cancer;Proteoglycans in cancer;Hepatitis C;Toxoplasmosis;Aldosterone-regulated sodium reabsorption;Insulin resistance;Thyroid hormone signaling pathway;Insulin signaling pathway;Neurotrophin signaling pathway;Fc epsilon RI signaling pathway;T cell receptor signaling pathway;Focal adhesion;Apoptosis;AMPK signaling pathway;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;Sphingolipid signaling pathway;FoxO signaling pathway;PPAR signaling pathway;Platinum drug resistance
2.805,cg06661057,16,2689908,ENSG00000205918,ENSG00000205918,nan
2.244,cg06377256,16,2769484,ENSG00000172382,PRSS27,nan
2.714,cg08534175,16,2964815,ENSG00000059122,FLYWCH1,nan
2.933,cg19267300,16,3041831,ENSG00000262152,ENSG00000262152,nan
2.844,cg01703993,16,3111625,ENSG00000008517,IL32,nan
2.391,cg27209387,16,3313752,ENSG00000006194,ZNF263,nan
2.811,cg27127773,16,3668184,ENSG00000213918,DNASE1,nan
3.238,cg04141008,16,3843232,ENSG00000005339,CREBBP,Prostate cancer;Renal cell carcinoma;MicroRNAs in cancer;Viral carcinogenesis;Pathways in cancer;Epstein-Barr virus infection;Herpes simplex infection;HTLV-I infection;Influenza A;Hepatitis B;Tuberculosis;Huntington's disease;Glucagon signaling pathway;Thyroid hormone signaling pathway;Melanogenesis;Long-term potentiation;Jak-STAT signaling pathway;Adherens junction;TGF-beta signaling pathway;Notch signaling pathway;Wnt signaling pathway;Cell cycle;FoxO signaling pathway;HIF-1 signaling pathway;cAMP signaling pathway
2.251,cg06919524,16,4049224,ENSG00000162104,ADCY9,Dilated cardiomyopathy;Pathways in cancer;HTLV-I infection;Vibrio cholerae infection;Morphine addiction;Bile secretion;Pancreatic secretion;Gastric acid secretion;Salivary secretion;Vasopressin-regulated water reabsorption;Endocrine and other factor-regulated calcium reabsorption;Aldosterone synthesis and secretion;Regulation of lipolysis in adipocytes;Oxytocin signaling pathway;Thyroid hormone synthesis;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;Ovarian steroidogenesis;GnRH signaling pathway;Insulin secretion;Inflammatory mediator regulation of TRP channels;GABAergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Platelet activation;Gap junction;Apelin signaling pathway;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Longevity regulating pathway - multiple species;Longevity regulating pathway;Oocyte meiosis;Phospholipase D signaling pathway;Chemokine signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;Rap1 signaling pathway;Endocrine resistance;Purine metabolism
3.072,cg05648629,16,4162203,ENSG00000162104,ADCY9,Dilated cardiomyopathy;Pathways in cancer;HTLV-I infection;Vibrio cholerae infection;Morphine addiction;Bile secretion;Pancreatic secretion;Gastric acid secretion;Salivary secretion;Vasopressin-regulated water reabsorption;Endocrine and other factor-regulated calcium reabsorption;Aldosterone synthesis and secretion;Regulation of lipolysis in adipocytes;Oxytocin signaling pathway;Thyroid hormone synthesis;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;Ovarian steroidogenesis;GnRH signaling pathway;Insulin secretion;Inflammatory mediator regulation of TRP channels;GABAergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Platelet activation;Gap junction;Apelin signaling pathway;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Longevity regulating pathway - multiple species;Longevity regulating pathway;Oocyte meiosis;Phospholipase D signaling pathway;Chemokine signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;Rap1 signaling pathway;Endocrine resistance;Purine metabolism
2.307,cg15901239,16,4192436,-,,nan
2.345,cg03076094,16,4357346,-,,nan
2.531,cg04123578,16,4368124,ENSG00000126603,ENSG00000126603,nan
2.935,cg00041083,16,4424148,ENSG00000262246,ENSG00000262246,nan
2.442,cg27193519,16,4714443,ENSG00000102858,MGRN1,Ubiquitin mediated proteolysis
2.241,cg26676765,16,4825134,ENSG00000140623,12-Sep,Bacterial invasion of epithelial cells
2.589,cg02702868,16,4900529,ENSG00000118900,UBN1,nan
4.613,cg10286609,16,4960046,ENSG00000118898,PPL,nan
2.941,cg09218141,16,4973111,ENSG00000118898,PPL,nan
2.78,cg02901670,16,4993365,ENSG00000118898,PPL,nan
2.562,cg02042823,16,6714429,ENSG00000078328,RBFOX1,nan
2.228,cg00519537,16,7796774,-,,nan
3.015,cg12597694,16,8233211,-,,nan
2.353,cg01105819,16,8625401,ENSG00000232258,TMEM114,nan
3.212,cg08496964,16,8729419,ENSG00000067365,METTL22,nan
2.515,cg03408945,16,8738531,ENSG00000067365,METTL22,nan
2.453,cg00916220,16,8810689,ENSG00000183044,ABAT,"GABAergic synapse;Metabolic pathways;Butanoate metabolism;Propanoate metabolism;beta-Alanine metabolism;Valine, leucine and isoleucine degradation;Alanine, aspartate and glutamate metabolism"
2.361,cg09500196,16,8963749,ENSG00000153048,CARHSP1,nan
2.224,cg08831531,16,9218945,ENSG00000182831,C16ORF72,nan
2.37,cg15778594,16,9489996,ENSG00000261617,LINC02177,nan
2.615,cg08204867,16,10208426,ENSG00000183454,GRIN2A,Systemic lupus erythematosus;Alcoholism;Nicotine addiction;Amphetamine addiction;Cocaine addiction;Amyotrophic lateral sclerosis (ALS);Alzheimer's disease;Dopaminergic synapse;Glutamatergic synapse;Long-term potentiation;Circadian entrainment;Neuroactive ligand-receptor interaction;cAMP signaling pathway;Calcium signaling pathway;Rap1 signaling pathway;Ras signaling pathway
3.393,cg08423359,16,10336977,-,,nan
2.405,cg06561913,16,10434381,ENSG00000166669,ATF7IP2,nan
2.602,cg17896987,16,10456389,ENSG00000166669,ATF7IP2,nan
2.365,cg08228850,16,10591724,ENSG00000199482,ENSG00000199482,nan
2.384,cg23250322,16,10653180,ENSG00000213853,EMP2,nan
3.059,cg05093711,16,10674008,ENSG00000213853,EMP2,nan
2.571,cg01654820,16,10675123,ENSG00000213853,EMP2,nan
2.981,cg03287527,16,10843654,ENSG00000103274,NUBP1,nan
2.592,cg07922290,16,11146606,ENSG00000038532,CLEC16A,nan
2.547,cg02404692,16,11206890,ENSG00000038532,CLEC16A,nan
2.641,cg08194933,16,11271052,ENSG00000038532,CLEC16A,nan
3.534,cg09412619,16,11323792,-,,nan
2.252,cg01210113,16,11352835,ENSG00000185338,SOCS1,MicroRNAs in cancer;Toxoplasmosis;Type II diabetes mellitus;Prolactin signaling pathway;Insulin signaling pathway;Jak-STAT signaling pathway;Osteoclast differentiation;Ubiquitin mediated proteolysis
2.855,cg11577310,16,11405816,ENSG00000199668,ENSG00000199668,nan
2.392,cg07212470,16,11671049,ENSG00000189067,LITAF,Lysosome
3.501,cg09197075,16,11769691,ENSG00000153066,TXNDC11,nan
2.439,cg03118076,16,11770228,ENSG00000153066,TXNDC11,nan
2.981,cg03382501,16,11794641,ENSG00000153066,TXNDC11,nan
2.514,cg22278358,16,12010523,ENSG00000103342,GSPT1,mRNA surveillance pathway
2.476,cg22012631,16,12118388,ENSG00000048471,SNX29,nan
2.488,cg23759250,16,12189875,ENSG00000048471,SNX29,nan
2.544,cg03437770,16,12442738,ENSG00000048471,SNX29,nan
2.321,cg03927920,16,13204098,ENSG00000237515,SHISA9,nan
3.093,cg21579396,16,13483892,ENSG00000262801,ENSG00000262801,nan
2.342,cg01710670,16,15018856,ENSG00000183426,ENSG00000183426,nan
2.59,cg02396728,16,15052977,-,,nan
2.354,cg00964321,16,15083956,ENSG00000179889,ENSG00000179889,nan
3.508,cg02000328,16,15901917,ENSG00000133392,ENSG00000133392,nan
2.302,cg15635962,16,15983013,ENSG00000133393,ENSG00000133393,nan
3.069,cg12758528,16,16037267,-,,nan
2.355,cg16890922,16,16092321,ENSG00000103222,ENSG00000103222,nan
2.369,cg24527682,16,16098432,ENSG00000103222,ENSG00000103222,nan
2.399,cg08363067,16,16170085,ENSG00000103222,ENSG00000103222,nan
2.259,cg08773462,16,17107610,-,,nan
2.406,cg25404440,16,17167224,-,,nan
2.482,cg17303059,16,17371751,ENSG00000103489,XYLT1,Metabolic pathways;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
2.61,cg05742928,16,17442446,ENSG00000103489,XYLT1,Metabolic pathways;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
2.248,cg19136686,16,17464401,ENSG00000103489,XYLT1,Metabolic pathways;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
2.456,cg16733298,16,19127132,ENSG00000205730,ITPRIPL2,nan
2.692,cg16985752,16,19405830,ENSG00000259925,ENSG00000259925,nan
2.269,cg09495620,16,19427981,ENSG00000103534,TMC5,nan
2.33,cg10924731,16,19525303,ENSG00000006007,GDE1,nan
2.438,cg03301165,16,19712046,ENSG00000103550,KNOP1,nan
2.3,cg07731336,16,20177934,-,,nan
2.246,cg23623587,16,20338852,ENSG00000169347,GP2,nan
2.547,cg20579990,16,20834303,ENSG00000005189,REXO5,Ribosome biogenesis in eukaryotes
3.239,cg09808606,16,21620545,ENSG00000197006,ENSG00000197006,nan
2.631,cg06437100,16,21767742,ENSG00000155719,OTOA,nan
2.333,cg26932790,16,21813670,ENSG00000248124,ENSG00000248124,nan
2.732,cg10508883,16,22326535,ENSG00000058600,ENSG00000058600,Epstein-Barr virus infection;Cytosolic DNA-sensing pathway;RNA polymerase;Pyrimidine metabolism;Purine metabolism
2.265,cg23234830,16,22633085,-,,nan
2.222,cg18873512,16,22917036,ENSG00000122254,HS3ST2,Aminoacyl-tRNA biosynthesis;Glycosaminoglycan biosynthesis - heparan sulfate / heparin
2.23,cg24274421,16,23084236,ENSG00000103404,USP31,nan
2.624,cg17215475,16,23260224,-,,nan
2.772,cg03549505,16,23289225,ENSG00000168447,SCNN1B,Aldosterone-regulated sodium reabsorption;Taste transduction
2.301,cg02908373,16,23382671,ENSG00000168447,SCNN1B,Aldosterone-regulated sodium reabsorption;Taste transduction
2.713,cg06538333,16,23445078,ENSG00000168434,COG7,nan
2.478,cg20293433,16,23562248,ENSG00000103356,EARS2,Metabolic pathways;Aminoacyl-tRNA biosynthesis;Porphyrin and chlorophyll metabolism
2.717,cg01536682,16,23570037,ENSG00000103353,UBFD1,nan
2.332,cg20138695,16,24516507,-,,nan
2.63,cg26667357,16,24532545,-,,nan
2.63,cg01109535,16,24856104,ENSG00000158865,SLC5A11,nan
2.444,cg18164058,16,25005421,ENSG00000140750,ARHGAP17,Tight junction
3.026,cg17286200,16,25060966,ENSG00000262587,LOC554206,nan
2.262,cg16355550,16,26061938,ENSG00000182601,HS3ST4,nan
2.681,cg17306401,16,27078053,ENSG00000234186,C16ORF82,nan
2.525,cg05869417,16,27234419,ENSG00000155666,KDM8,nan
2.363,cg05814654,16,27413177,ENSG00000103522,IL21R,Inflammatory bowel disease (IBD);Th17 cell differentiation;Jak-STAT signaling pathway;Cytokine-cytokine receptor interaction
3.048,cg03145200,16,27438618,ENSG00000103522,IL21R,Inflammatory bowel disease (IBD);Th17 cell differentiation;Jak-STAT signaling pathway;Cytokine-cytokine receptor interaction
2.229,cg14616198,16,27506762,ENSG00000077235,GTF3C1,nan
2.45,cg20269582,16,27541618,ENSG00000077235,GTF3C1,nan
2.673,cg04602511,16,27735333,ENSG00000047578,KIAA0556,nan
2.834,cg17685863,16,28104589,ENSG00000169180,XPO6,nan
2.223,cg14898005,16,28118377,ENSG00000169180,XPO6,nan
2.237,cg16018643,16,28337069,ENSG00000188322,SBK1,nan
2.731,cg08818284,16,28548873,ENSG00000176046,NUPR1,Transcriptional misregulation in cancer
2.452,cg25288194,16,28550592,ENSG00000176046,NUPR1,Transcriptional misregulation in cancer
2.398,cg23797100,16,28996053,ENSG00000169682,SPNS1,nan
2.239,cg10877822,16,28996221,ENSG00000169682,SPNS1,nan
2.624,cg02721426,16,29118967,ENSG00000103472,ENSG00000103472,nan
2.641,cg05053414,16,29164236,ENSG00000260517,ENSG00000260517,nan
2.685,cg03789791,16,29166049,ENSG00000260517,ENSG00000260517,nan
2.461,cg17763192,16,29263081,ENSG00000196927,,nan
2.348,cg06480482,16,29265720,ENSG00000196927,,nan
2.464,cg06129423,16,29674464,ENSG00000197471,LOC105369247,Epstein-Barr virus infection;Cell adhesion molecules (CAMs)
2.718,cg26769927,16,29674972,ENSG00000197471,LOC105369247,Epstein-Barr virus infection;Cell adhesion molecules (CAMs)
2.284,cg04887826,16,29698647,ENSG00000103485,QPRT,Metabolic pathways;Nicotinate and nicotinamide metabolism
2.717,cg09638208,16,29757318,ENSG00000185905,C16ORF54,nan
2.456,cg09010156,16,29836211,ENSG00000185928,,nan
2.547,cg10503612,16,30099793,ENSG00000149922,TBX6,nan
2.361,cg26709300,16,30106682,ENSG00000149922,TBX6,nan
3.292,cg04833731,16,30124803,ENSG00000102882,MAPK3,Choline metabolism in cancer;Central carbon metabolism in cancer;Breast cancer;Non-small cell lung cancer;Acute myeloid leukemia;Chronic myeloid leukemia;Bladder cancer;Melanoma;Thyroid cancer;Prostate cancer;Glioma;Endometrial cancer;Pancreatic cancer;Renal cell carcinoma;Colorectal cancer;Proteoglycans in cancer;Viral carcinogenesis;Pathways in cancer;Influenza A;Hepatitis B;Hepatitis C;Tuberculosis;Toxoplasmosis;Chagas disease (American trypanosomiasis);Leishmaniasis;Pertussis;Salmonella infection;Shigellosis;Alcoholism;Prion diseases;Alzheimer's disease;Aldosterone-regulated sodium reabsorption;AGE-RAGE signaling pathway in diabetic complications;Type II diabetes mellitus;Oxytocin signaling pathway;Thyroid hormone signaling pathway;Prolactin signaling pathway;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;GnRH signaling pathway;Insulin signaling pathway;Regulation of actin cytoskeleton;Long-term depression;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Neurotrophin signaling pathway;Long-term potentiation;Circadian entrainment;TNF signaling pathway;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Th17 cell differentiation;Th1 and Th2 cell differentiation;IL-17 signaling pathway;Natural killer cell mediated cytotoxicity;NOD-like receptor signaling pathway;Toll-like receptor signaling pathway;Platelet activation;Signaling pathways regulating pluripotency of stem cells;Gap junction;Adherens junction;Focal adhesion;Osteoclast differentiation;Apelin signaling pathway;VEGF signaling pathway;Axon guidance;TGF-beta signaling pathway;Dorso-ventral axis formation;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Apoptosis;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;Oocyte meiosis;Phospholipase D signaling pathway;Sphingolipid signaling pathway;FoxO signaling pathway;HIF-1 signaling pathway;Chemokine signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;Rap1 signaling pathway;Ras signaling pathway;ErbB signaling pathway;MAPK signaling pathway;Platinum drug resistance;Endocrine resistance;EGFR tyrosine kinase inhibitor resistance
2.4,cg15243868,16,30151109,-,,nan
2.301,cg08678256,16,30196023,ENSG00000102879,CORO1A,Tuberculosis;Phagosome
2.241,cg24044988,16,30197947,ENSG00000102879,CORO1A,Tuberculosis;Phagosome
2.912,cg04400620,16,30385284,ENSG00000180096,1-Sep,Bacterial invasion of epithelial cells
2.648,cg00741992,16,30432687,ENSG00000179958,DCTPP1,Metabolic pathways;Pyrimidine metabolism
2.34,cg01300791,16,30448949,-,,nan
2.744,cg00431324,16,30672051,ENSG00000156858,PRR14,nan
2.46,cg10338112,16,30820353,-,,nan
2.246,cg10020520,16,30976186,ENSG00000099381,SETD1A,Lysine degradation
2.319,cg11071111,16,31015154,ENSG00000099365,STX1B,Synaptic vesicle cycle;SNARE interactions in vesicular transport
2.607,cg02368606,16,31119484,ENSG00000103507,BCKDK,nan
2.486,cg13439730,16,31146999,ENSG00000103510,KAT8,nan
2.245,cg08775835,16,31147044,ENSG00000103510,KAT8,nan
2.24,cg03363863,16,31147054,ENSG00000103510,KAT8,nan
3.095,cg08648499,16,31147633,ENSG00000103510,KAT8,nan
2.542,cg00915858,16,31154636,ENSG00000178226,PRSS36,nan
2.275,cg26950080,16,31162846,ENSG00000178226,PRSS36,nan
3.258,cg17889137,16,31383055,ENSG00000140678,ITGAX,Tuberculosis;Regulation of actin cytoskeleton;Complement and coagulation cascades
3.7,cg00851303,16,31881243,ENSG00000185947,ZNF267,nan
2.589,cg25036341,16,46708292,ENSG00000069329,VPS35,Endocytosis
2.806,cg08998657,16,46893929,-,,nan
2.252,cg02506360,16,46963989,ENSG00000166123,GPT2,"Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Carbon metabolism;Metabolic pathways;Alanine, aspartate and glutamate metabolism;Arginine biosynthesis"
2.323,cg12954379,16,48431231,ENSG00000196470,SIAH1,Wnt signaling pathway;Ubiquitin mediated proteolysis;p53 signaling pathway
2.238,cg09730359,16,48592511,ENSG00000102921,N4BP1,nan
3.989,cg00327399,16,48642773,ENSG00000102921,N4BP1,nan
2.875,cg16713962,16,49217909,-,,nan
2.865,cg25969246,16,49399815,-,,nan
2.625,cg27560452,16,49499385,ENSG00000261623,LINC02179,nan
2.843,cg27618369,16,49636483,ENSG00000102935,ZNF423,nan
2.504,cg05100192,16,49712374,ENSG00000102935,ZNF423,nan
2.333,cg10699157,16,49833224,ENSG00000102935,ZNF423,nan
3.085,cg17265849,16,50340409,ENSG00000121281,ADCY7,Dilated cardiomyopathy;Pathways in cancer;HTLV-I infection;Morphine addiction;Bile secretion;Pancreatic secretion;Gastric acid secretion;Salivary secretion;Aldosterone synthesis and secretion;Regulation of lipolysis in adipocytes;Oxytocin signaling pathway;Thyroid hormone synthesis;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;Ovarian steroidogenesis;GnRH signaling pathway;Insulin secretion;Inflammatory mediator regulation of TRP channels;GABAergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Platelet activation;Gap junction;Apelin signaling pathway;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Longevity regulating pathway - multiple species;Longevity regulating pathway;Oocyte meiosis;Phospholipase D signaling pathway;Chemokine signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;Rap1 signaling pathway;Endocrine resistance;Purine metabolism
2.427,cg17444390,16,50363524,ENSG00000166164,BRD7,nan
2.485,cg27614241,16,50394527,ENSG00000166164,BRD7,nan
2.23,cg10714493,16,50489593,-,,nan
2.668,cg16717267,16,50711285,ENSG00000167208,SNX20,nan
2.273,cg05506818,16,50717778,ENSG00000167208,SNX20,nan
2.656,cg23403122,16,50718139,ENSG00000167208,SNX20,nan
2.258,cg15852206,16,50722326,-,,nan
2.234,cg19513593,16,50731011,ENSG00000167207,NOD2,Inflammatory bowel disease (IBD);Tuberculosis;Shigellosis;TNF signaling pathway;NOD-like receptor signaling pathway
2.547,cg04172533,16,50743027,ENSG00000167207,NOD2,Inflammatory bowel disease (IBD);Tuberculosis;Shigellosis;TNF signaling pathway;NOD-like receptor signaling pathway
3.15,cg00641052,16,50753673,ENSG00000167207,NOD2,Inflammatory bowel disease (IBD);Tuberculosis;Shigellosis;TNF signaling pathway;NOD-like receptor signaling pathway
2.472,cg01955153,16,50769852,ENSG00000167207,NOD2,Inflammatory bowel disease (IBD);Tuberculosis;Shigellosis;TNF signaling pathway;NOD-like receptor signaling pathway
2.648,cg24983186,16,51371876,-,,nan
3.486,cg17807411,16,52586678,ENSG00000103460,TOX3,nan
2.473,cg07058085,16,53079491,ENSG00000261550,,nan
2.428,cg10058478,16,53085918,ENSG00000177200,CHD9,nan
2.947,cg03312170,16,53815126,ENSG00000140718,FTO,nan
2.29,cg06772063,16,54150765,ENSG00000140718,FTO,nan
2.337,cg09480047,16,54325129,ENSG00000177508,IRX3,nan
2.622,cg13605024,16,54404567,ENSG00000261803,ENSG00000261803,nan
2.503,cg04917160,16,54407943,ENSG00000261803,ENSG00000261803,nan
2.613,cg02583618,16,54407990,ENSG00000261803,ENSG00000261803,nan
